,order_id,user_id,platform,personal_or_business,placement_date,placement_weekday,placement_time,confirm_date,confirm_weekday,confirm_time,arrival_pickup_date,arrive_pickup_weekday,arrive_time,pickup_date,pickup_weekday,pickup_time,arrival_dest_date,arrival_dest_weekday,arrival_dest_time,distance,temperature,pickup_lat,pickup_long,dest_lat,dest_long,rider_id,pickup_to_arrival_time,placement_to_confirm_time,confirm_to_pickup_time
6918,1276,2464,3,Business,25,6,36103,25,6,36147,25,6,37115,25,6,39230,25,6,42730,15,23.25888921888938,-1.279395,36.825364,-1.3185307,36.9001089,921,3500,44,3083
6919,4558,337,1,Personal,5,4,33352,5,4,33449,5,4,33453,5,4,34314,5,4,35944,6,23.25888921888938,-1.273056,36.811298,-1.2983462,36.8139996,874,1630,97,865
6920,24683,142,3,Business,9,2,50333,9,2,50380,9,2,50947,9,2,52059,9,2,53439,8,30.6,-1.2963097,36.7688221,-1.2630694,36.7743511,269,1380,47,1679
6921,13381,246,3,Business,11,1,34283,11,1,34340,11,1,34949,11,1,35958,11,1,36374,1,14.6,-1.2579304,36.8019667,-1.2584143,36.8048002,770,416,57,1618
6922,20481,2677,3,Business,14,2,40377,14,2,40454,14,2,40778,14,2,41742,14,2,43633,10,23.25888921888938,-1.3004062,36.829741,-1.2991441,36.7528804,298,1891,77,1288
6923,7963,1627,1,Personal,22,3,35878,22,3,37400,22,3,37987,22,3,38267,22,3,38668,3,23.0,-1.3339943,36.7263409,-1.3204931,36.7043102,226,401,1522,867
6924,1433,55,1,Personal,3,3,54938,3,3,54983,3,3,56372,3,3,58442,3,3,59306,11,26.7,-1.3173869,36.8112044,-1.2551895,36.7822034,789,864,45,3459
6925,23566,3426,3,Business,30,3,65207,30,3,65246,30,3,65316,30,3,65854,30,3,67827,3,27.6,-1.3012008,36.764868,-1.2765492,36.7669809,925,1973,39,608
6926,6281,187,3,Business,9,1,47540,9,1,51055,9,1,51817,9,1,52484,9,1,53742,10,20.9,-1.3169591,36.7000029,-1.3581286,36.6580851,478,1258,3515,1429
6927,22246,552,3,Business,3,1,44404,3,1,44445,3,1,44457,3,1,45215,3,1,48524,18,21.7,-1.279395,36.825364,-1.3562374,36.9042954,906,3309,41,770
6928,11673,2909,3,Personal,1,6,35348,1,6,35374,1,6,36028,1,6,36648,1,6,38472,14,15.4,-1.2850644,36.8343657,-1.2780989,36.7286308,857,1824,26,1274
6929,612,2987,3,Business,7,2,42135,7,2,42151,7,2,42386,7,2,42507,7,2,43596,7,23.3,-1.270212,36.8210877,-1.3043821,36.7840586,754,1089,16,356
6930,1897,2069,3,Business,13,1,42999,13,1,43172,13,1,43492,13,1,44500,13,1,45752,12,23.25888921888938,-1.2600926,36.8088685,-1.228911,36.881876,675,1252,173,1328
6931,1113,3568,1,Personal,17,3,38908,17,3,38994,17,3,39174,17,3,39442,17,3,40440,7,25.3,-1.2675332,36.808561,-1.2948997,36.7875428,16,998,86,448
6932,8546,1856,3,Business,2,5,47398,2,5,47440,2,5,48259,2,5,49598,2,5,50151,5,25.1,-1.273009,36.802807,-1.2637421,36.7814816,337,553,42,2158
6933,14964,402,3,Business,30,4,53343,30,4,53377,30,4,54783,30,4,55526,30,4,56074,3,23.25888921888938,-1.2551895,36.7822034,-1.2527958,36.8003131,279,548,34,2149
6934,22641,2066,3,Business,16,2,63719,16,2,63837,16,2,64334,16,2,68751,16,2,69808,10,23.25888921888938,-1.3210189,36.8410551,-1.2699958,36.795639,438,1057,118,4914
6935,27694,248,3,Business,27,1,43429,27,1,43497,27,1,43809,27,1,45503,27,1,47179,7,20.7,-1.2729652,36.8064396,-1.304735,36.7846054,183,1676,68,2006
6936,13039,3752,3,Business,3,5,51595,3,5,51745,3,5,52187,3,5,54776,3,5,55443,5,23.25888921888938,-1.3216969,36.8313968,-1.29658,36.823699,125,667,150,3031
6937,21568,914,3,Business,24,5,50034,24,5,50047,24,5,50559,24,5,51128,24,5,52803,11,22.9,-1.2670213,36.7994482,-1.3270716,36.8406371,119,1675,13,1081
6938,26006,1934,2,Personal,8,1,60682,8,1,61047,8,1,64694,8,1,65623,8,1,67724,7,18.4,-1.2862252,36.8234218,-1.304033,36.7848695,328,2101,365,4576
6939,108,2869,3,Business,18,4,47515,18,4,47583,18,4,48128,18,4,48301,18,4,51047,9,23.25888921888938,-1.3025826,36.7670807,-1.2551895,36.7822034,92,2746,68,718
6940,21243,1064,1,Personal,4,2,36995,4,2,37015,4,2,37493,4,2,38334,4,2,39900,11,18.7,-1.2643694,36.7854135,-1.2365703,36.8054368,754,1566,20,1319
6941,9946,2415,1,Personal,15,6,35141,15,6,35515,15,6,36159,15,6,37716,15,6,38789,6,17.8,-1.2699263,36.8468961,-1.2766474,36.8155764,189,1073,374,2201
6942,802,2587,3,Business,23,6,42983,23,6,43136,23,6,43994,23,6,44386,23,6,47112,5,26.4,-1.2527958,36.8003131,-1.28878,36.8168312,498,2726,153,1250
6943,12777,346,3,Business,16,4,47497,16,4,47561,16,4,49569,16,4,49734,16,4,52847,3,23.25888921888938,-1.2909536,36.8407162,-1.28878,36.8168312,790,3113,64,2173
6944,849,2784,3,Business,22,5,57257,22,5,57822,22,5,58556,22,5,58643,22,5,59766,4,31.1,-1.2963097,36.7688221,-1.2981858,36.747492,306,1123,565,821
6945,15137,2801,3,Business,6,4,40259,6,4,40428,6,4,40672,6,4,41475,6,4,42609,10,24.1,-1.307726,36.839117,-1.2595422,36.7871178,848,1134,169,1047
6946,25023,1245,3,Business,26,5,29605,26,5,29626,26,5,30878,26,5,32364,26,5,34498,22,23.25888921888938,-1.300921,36.828195,-1.3077309,36.6856214,206,2134,21,2738
6947,12722,2066,3,Business,14,2,48744,14,2,48818,14,2,49206,14,2,49329,14,2,50183,6,24.2,-1.316961,36.820337,-1.2967108,36.7871135,663,854,74,511
6948,11083,2154,3,Business,15,5,60251,15,5,60294,15,5,60855,15,5,61287,15,5,62443,8,27.6,-1.2571472,36.7950633,-1.2765736,36.8513646,207,1156,43,993
6949,3149,540,3,Business,16,3,38358,16,3,38922,16,3,39168,16,3,39798,16,3,42007,7,22.6,-1.2551895,36.7822034,-1.287818,36.828623,26,2209,564,876
6950,3213,635,3,Business,18,4,56738,18,4,56815,18,4,57830,18,4,58266,18,4,59679,8,23.25888921888938,-1.3081376,36.8329772,-1.2602337,36.7990548,924,1413,77,1451
6951,21491,3647,3,Business,31,3,56075,31,3,56119,31,3,56314,31,3,56586,31,3,59783,6,26.8,-1.272639,36.794723,-1.2939186,36.8069693,878,3197,44,467
6952,3322,3289,3,Personal,1,5,47322,1,5,47482,1,5,49764,1,5,54864,1,5,58067,15,28.5,-1.3216456,36.7145156,-1.2707373,36.805441,226,3203,160,7382
6953,2859,960,1,Personal,31,4,61447,31,4,64792,31,4,64813,31,4,66544,31,4,69125,6,22.4,-1.2747111,36.8083983,-1.3088824,36.8311983,100,2581,3345,1752
6954,6070,1075,3,Business,24,1,54664,24,1,54679,24,1,55035,24,1,55496,24,1,56087,3,24.6,-1.2551895,36.7822034,-1.2527958,36.8003131,79,591,15,817
6955,4312,3091,3,Business,9,2,39387,9,2,39443,9,2,40567,9,2,41349,9,2,42619,9,27.2,-1.3012008,36.764868,-1.290894,36.822971,855,1270,56,1906
6956,1788,2145,3,Personal,7,5,34697,7,5,34715,7,5,35401,7,5,35676,7,5,37432,19,23.25888921888938,-1.2752846,36.8027022,-1.2540899,36.7042728,875,1756,18,961
6957,27948,83,3,Personal,3,3,60472,3,3,60519,3,3,61508,3,3,62180,3,3,64058,10,23.6,-1.2849377,36.824196,-1.2676943,36.7813658,906,1878,47,1661
6958,25100,1245,3,Business,14,3,35996,14,3,36195,14,3,37644,14,3,40974,14,3,42573,17,24.7,-1.300921,36.828195,-1.3198615,36.7110323,69,1599,199,4779
6959,20557,1205,1,Business,8,2,41377,8,2,42586,8,2,43513,8,2,44138,8,2,45439,3,21.3,-1.281767,36.8220791,-1.2958383,36.8073162,241,1301,1209,1552
6960,15524,3049,1,Personal,27,5,56687,27,5,57516,27,5,57748,27,5,58431,27,5,59321,10,24.2,-1.2845902,36.8254724,-1.2297202,36.8819507,174,890,829,915
6961,7850,1346,1,Business,9,4,61349,9,4,61363,9,4,61827,9,4,62101,9,4,63329,6,22.9,-1.2849951,36.8241746,-1.299813,36.7871392,857,1228,14,738
6962,5305,28,3,Business,6,4,53412,6,4,53493,6,4,54884,6,4,55053,6,4,57575,20,23.25888921888938,-1.300722,36.7882234,-1.3705766,36.9120742,387,2522,81,1560
6963,12981,419,3,Business,9,4,63342,9,4,63414,9,4,63910,9,4,64187,9,4,64544,3,23.25888921888938,-1.2571472,36.7950633,-1.2551895,36.7822034,205,357,72,773
6964,9907,2057,2,Personal,23,4,42134,23,4,42197,23,4,43299,23,4,46667,23,4,47144,4,18.6,-1.2603179,36.8305747,-1.2630521,36.8068019,857,477,63,4470
6965,1738,20,3,Business,6,4,41042,6,4,41073,6,4,41166,6,4,42068,6,4,42082,1,19.5,-1.2652279,36.8020159,-1.2628638,36.8070399,354,14,31,995
6966,23100,2169,2,Personal,9,6,44199,9,6,44206,9,6,44914,9,6,46141,9,6,46911,8,17.0,-1.3205164,36.8098882,-1.3025826,36.7670807,844,770,7,1935
6967,6214,3560,3,Business,28,5,41739,28,5,41756,28,5,41763,28,5,42133,28,5,42875,5,23.8,-1.2765736,36.8513646,-1.279395,36.825364,31,742,17,377
6968,1084,2150,3,Business,6,1,46645,6,1,46664,6,1,46884,6,1,47951,6,1,49146,11,20.7,-1.307143,36.825009,-1.344446,36.756597,297,1195,19,1287
6969,4809,1389,3,Business,29,6,56496,29,6,56517,29,6,56537,29,6,58285,29,6,58840,14,28.1,-1.2584143,36.8048002,-1.207546,36.7913976,720,555,21,1768
6970,12695,3647,3,Business,1,1,57012,1,1,57179,1,1,58272,1,1,58722,1,1,61842,17,23.25888921888938,-1.272639,36.794723,-1.2113548,36.8814114,686,3120,167,1543
6971,26741,2330,3,Business,26,5,48411,26,5,48428,26,5,49507,26,5,50028,26,5,50679,8,23.25888921888938,-1.1926151,36.9347904,-1.2284323,36.8757058,710,651,17,1600
6972,12273,3686,3,Business,17,2,38354,17,2,38362,17,2,40139,17,2,40284,17,2,43485,15,19.1,-1.2551895,36.7822034,-1.3152797,36.8611458,951,3201,8,1922
6973,3938,2069,3,Business,13,3,55426,13,3,55513,13,3,56516,13,3,57010,13,3,58614,12,29.1,-1.2600926,36.8088685,-1.228911,36.881876,825,1604,87,1497
6974,7350,3647,3,Business,15,5,47719,15,5,47779,15,5,48585,15,5,48743,15,5,50476,17,28.1,-1.272639,36.794723,-1.207763,36.8825151,91,1733,60,964
6975,16801,3201,3,Business,13,2,54712,13,2,54720,13,2,54740,13,2,54849,13,2,55227,3,26.0,-1.2584143,36.8048002,-1.2551895,36.7822034,720,378,8,129
6976,25059,868,3,Business,5,3,60230,5,3,61865,5,3,61870,5,3,62518,5,3,62519,3,22.7,-1.2783849,36.8163445,-1.265715,36.823815,813,1,1635,653
6977,13599,2628,1,Personal,8,5,45074,8,5,45200,8,5,46379,8,5,47925,8,5,50839,18,23.25888921888938,-1.2224143,36.8896164,-1.2966323,36.7875842,441,2914,126,2725
6978,20394,3698,3,Business,4,2,54336,4,2,58013,4,2,58711,4,2,59986,4,2,64536,22,22.5,-1.3244885,36.897792,-1.3107918,36.761794,883,4550,3677,1973
6979,17767,393,3,Business,7,4,47230,7,4,47239,7,4,47272,7,4,49552,7,4,49554,4,27.8,-1.3167113,36.8301563,-1.3004062,36.829741,188,2,9,2313
6980,9818,1500,3,Business,28,3,33636,28,3,36654,28,3,37451,28,3,39063,28,3,40430,8,23.25888921888938,-1.3004062,36.829741,-1.2574219,36.7927073,660,1367,3018,2409
6981,24475,627,3,Business,16,2,42023,16,2,42038,16,2,42897,16,2,43901,16,2,43903,2,23.6,-1.2551895,36.7822034,-1.2580991,36.7941519,56,2,15,1863
6982,9555,2537,2,Personal,6,6,31799,6,6,32707,6,6,35694,6,6,36149,6,6,40142,30,18.9,-1.3779324,36.6868613,-1.2664227,36.7453671,565,3993,908,3442
6983,11484,1500,3,Business,17,3,43113,17,3,43172,17,3,43185,17,3,44397,17,3,45282,8,23.25888921888938,-1.3004062,36.829741,-1.2638185,36.7930057,206,885,59,1225
6984,21640,173,3,Business,16,5,65005,16,5,65299,16,5,65818,16,5,66023,16,5,66761,2,26.0,-1.2993231,36.7753372,-1.294598,36.781639,102,738,294,724
6985,11479,3291,3,Business,28,3,47067,28,3,48436,28,3,48484,28,3,49917,28,3,50735,11,23.25888921888938,-1.303596,36.778378,-1.2600926,36.8088685,179,818,1369,1481
6986,2382,1500,3,Business,15,6,39560,15,6,42773,15,6,43788,15,6,44907,15,6,46385,8,22.1,-1.3004062,36.829741,-1.2574219,36.7927073,523,1478,3213,2134
6987,14986,867,3,Business,10,1,55627,10,1,55823,10,1,56321,10,1,56810,10,1,58406,9,18.5,-1.2638185,36.7930057,-1.2991441,36.7528804,491,1596,196,987
6988,26645,1527,3,Business,3,3,53755,3,3,53762,3,3,53767,3,3,54220,3,3,54221,5,28.0,-1.3004062,36.829741,-1.3228003,36.8306435,515,1,7,458
6989,21228,897,2,Personal,11,1,31572,11,1,31618,11,1,32883,11,1,33042,11,1,34478,10,14.3,-1.2295075,36.8016971,-1.2665946,36.7888833,434,1436,46,1424
6990,24252,2987,3,Business,12,5,54160,12,5,54451,12,5,54455,12,5,56079,12,5,56748,9,27.0,-1.270212,36.8210877,-1.3014461,36.7661381,813,669,291,1628
6991,13405,1966,3,Business,18,1,41332,18,1,41348,18,1,43422,18,1,43562,18,1,46535,21,26.8,-1.3700383,36.9190174,-1.2917868,36.7872675,385,2973,16,2214
6992,2031,3459,1,Personal,10,7,38906,10,7,38994,10,7,40070,10,7,40282,10,7,41788,6,17.7,-1.3170774,36.856955,-1.3255193,36.8258719,890,1506,88,1288
6993,11319,265,3,Business,8,5,49137,8,5,49173,8,5,51896,8,5,51984,8,5,55083,23,21.7,-1.300921,36.828195,-1.1554889,36.809043,340,3099,36,2811
6994,10128,1051,3,Business,21,5,52929,21,5,55697,21,5,55789,21,5,55918,21,5,59146,8,24.5,-1.2963097,36.7688221,-1.2647206,36.7259313,725,3228,2768,221
6995,24689,972,3,Business,2,2,56440,2,2,56460,2,2,57351,2,2,57524,2,2,58821,5,26.3,-1.2862033,36.8152966,-1.3087917,36.8286342,583,1297,20,1064
6996,4012,439,3,Business,14,5,52070,14,5,52090,14,5,53600,14,5,54010,14,5,56732,13,23.1,-1.2613768,36.8019418,-1.3328208,36.8692292,567,2722,20,1920
6997,5430,2789,3,Business,18,1,41501,18,1,41590,18,1,42214,18,1,42284,18,1,44252,7,27.1,-1.304735,36.7846054,-1.2875013,36.8171787,548,1968,89,694
6998,7746,391,3,Business,25,4,49475,25,4,52345,25,4,52546,25,4,53359,25,4,54781,7,23.25888921888938,-1.2867454,36.8259017,-1.3203917,36.8334751,855,1422,2870,1014
6999,13948,3006,2,Personal,15,3,30705,15,3,30735,15,3,31298,15,3,31494,15,3,32898,10,16.2,-1.2854406,36.789409,-1.2463211,36.789487,343,1404,30,759
7000,21713,1329,3,Business,15,1,41465,15,1,45646,15,1,46154,15,1,46245,15,1,47219,6,23.25888921888938,-1.273056,36.811298,-1.297324,36.7878632,147,974,4181,599
7001,20535,3207,1,Personal,15,3,51290,15,3,51341,15,3,51948,15,3,52280,15,3,53676,3,21.4,-1.3014461,36.7661381,-1.300968,36.7727325,140,1396,51,939
7002,5354,1471,3,Business,12,1,42609,12,1,42712,12,1,43187,12,1,44005,12,1,45409,9,23.7,-1.2925919,36.8170577,-1.2551895,36.7822034,519,1404,103,1293
7003,8500,3724,1,Personal,3,3,58740,3,3,59334,3,3,60366,3,3,60792,3,3,61132,3,23.4,-1.254778,36.790006,-1.2697141,36.7981777,147,340,594,1458
7004,9525,2801,3,Business,10,1,64971,10,1,64989,10,1,65233,10,1,65599,10,1,66088,4,19.1,-1.2671974,36.804959,-1.2674274,36.7870827,344,489,18,610
7005,17815,1746,3,Business,21,6,48330,21,6,48357,21,6,50152,21,6,51088,21,6,53512,23,18.5,-1.2029923,36.9066203,-1.296797,36.7764525,102,2424,27,2731
7006,23953,3685,3,Personal,16,3,49428,16,3,50525,16,3,51767,16,3,51880,16,3,53049,8,25.6,-1.296599,36.7629672,-1.2934657,36.8212737,812,1169,1097,1355
7007,1902,186,3,Business,25,1,50934,25,1,50975,25,1,51275,25,1,52558,25,1,52561,7,30.1,-1.2825816,36.8092346,-1.2571472,36.7950633,404,3,41,1583
7008,10392,1178,3,Business,30,1,32939,30,1,32984,30,1,34228,30,1,34554,30,1,35801,9,16.6,-1.2717609,36.8400291,-1.2862269,36.7841601,857,1247,45,1570
7009,24966,3491,3,Business,14,2,49809,14,2,49831,14,2,51255,14,2,52013,14,2,52730,9,23.9,-1.2810586,36.8838294,-1.2297202,36.8819507,812,717,22,2182
7010,7830,2348,3,Personal,10,5,46897,10,5,46965,10,5,47547,10,5,48880,10,5,50320,10,22.0,-1.2611578,36.8145307,-1.312469,36.815177,427,1440,68,1915
7011,28168,3599,3,Business,2,4,45668,2,4,47058,2,4,47752,2,4,48418,2,4,49757,13,23.25888921888938,-1.3302996,36.8707935,-1.2760462,36.8074697,675,1339,1390,1360
7012,16023,1346,3,Business,25,5,43749,25,5,43757,25,5,43771,25,5,44109,25,5,46166,20,26.3,-1.2917868,36.7872675,-1.3700383,36.9190174,338,2057,8,352
7013,14745,510,3,Business,12,3,56365,12,3,56373,12,3,56446,12,3,58335,12,3,60827,12,26.3,-1.2860183,36.8975338,-1.325469,36.862403,402,2492,8,1962
7014,1269,788,3,Business,14,3,48681,14,3,49016,14,3,50449,14,3,51688,14,3,54052,11,25.9,-1.2571472,36.7950633,-1.225322,36.80855,266,2364,335,2672
7015,20281,2100,3,Business,31,5,40834,31,5,40854,31,5,40939,31,5,42168,31,5,42843,6,17.3,-1.2765736,36.8513646,-1.300722,36.816865,179,675,20,1314
7016,21910,2587,3,Business,10,5,45356,10,5,46517,10,5,48122,10,5,48670,10,5,50004,10,23.25888921888938,-1.225322,36.80855,-1.28878,36.8168312,709,1334,1161,2153
7017,24767,2582,3,Business,11,1,38236,11,1,38258,11,1,39406,11,1,39642,11,1,44272,22,26.8,-1.2551895,36.7822034,-1.333148,36.922453,238,4630,22,1384
7018,16540,3503,2,Personal,11,2,45141,11,2,45246,11,2,46063,11,2,46308,11,2,47038,4,24.4,-1.2828204,36.7842621,-1.2861322,36.7939866,851,730,105,1062
7019,6813,633,3,Business,21,4,37696,21,4,37704,21,4,37794,21,4,37882,21,4,38348,4,21.6,-1.3004062,36.829741,-1.3173869,36.8112044,329,466,8,178
7020,7022,186,3,Business,8,1,58049,8,1,58149,8,1,59020,8,1,59928,8,1,63078,4,18.5,-1.2571472,36.7950633,-1.2890399,36.8164942,215,3150,100,1779
7021,4611,3496,3,Business,21,5,52400,21,5,55402,21,5,55851,21,5,56254,21,5,57475,7,24.8,-1.300921,36.828195,-1.2941585,36.7947375,829,1221,3002,852
7022,2062,2423,3,Business,8,5,43623,8,5,43751,8,5,44345,8,5,44612,8,5,45489,8,28.2,-1.2551895,36.7822034,-1.3044313,36.818504,336,877,128,861
7023,4657,889,3,Business,20,2,29359,20,2,29817,20,2,30727,20,2,30970,20,2,32844,8,19.0,-1.2985153,36.7876043,-1.2664491,36.8102685,612,1874,458,1153
7024,24204,2030,3,Business,20,2,40238,20,2,47645,20,2,48679,20,2,49625,20,2,54151,22,24.0,-1.1612808,36.9563278,-1.2145529,36.790778,770,4526,7407,1980
7025,13756,2582,3,Business,11,1,52589,11,1,52751,11,1,53282,11,1,53445,11,1,54839,15,29.0,-1.2551895,36.7822034,-1.244778,36.6725425,836,1394,162,694
7026,5585,1103,3,Business,18,1,32349,18,1,33827,18,1,36505,18,1,36740,18,1,37882,8,21.2,-1.2551895,36.7822034,-1.290894,36.822971,88,1142,1478,2913
7027,26082,1527,3,Business,9,4,45584,9,4,45756,9,4,45798,9,4,46239,9,4,47604,12,23.25888921888938,-1.2991441,36.7528804,-1.3004062,36.829741,206,1365,172,483
7028,4325,633,3,Business,27,4,54238,27,4,56347,27,4,57275,27,4,57465,27,4,58077,4,25.0,-1.3077869,36.8443207,-1.3004062,36.829741,532,612,2109,1118
7029,19186,3752,3,Business,17,5,54285,17,5,54297,17,5,54487,17,5,58003,17,5,58523,2,23.25888921888938,-1.2649605,36.7981777,-1.2753109,36.8130185,361,520,12,3706
7030,457,478,3,Business,15,3,43478,15,3,43500,15,3,43507,15,3,44154,15,3,45566,8,23.25888921888938,-1.2551895,36.7822034,-1.3045333,36.8228072,576,1412,22,654
7031,4812,3701,3,Business,13,2,51536,13,2,51645,13,2,52260,13,2,52465,13,2,53333,4,26.1,-1.2684239,36.7952462,-1.2842754,36.7863547,279,868,109,820
7032,19035,3283,3,Business,30,1,36006,30,1,36025,30,1,36145,30,1,37283,30,1,37874,6,16.3,-1.272828,36.816608,-1.2628473,36.781805,174,591,19,1258
7033,18551,3404,3,Business,19,3,51851,19,3,52596,19,3,53629,19,3,53947,19,3,56507,12,24.3,-1.2860183,36.8975338,-1.279395,36.825364,31,2560,745,1351
7034,23083,478,3,Business,14,5,50344,14,5,50802,14,5,51145,14,5,51550,14,5,52994,10,23.5,-1.2551895,36.7822034,-1.2973682,36.7859878,952,1444,458,748
7035,9647,3633,3,Personal,9,6,41997,9,6,42113,9,6,43607,9,6,44255,9,6,48761,14,17.4,-1.2739208,36.8310153,-1.2797013,36.7299371,581,4506,116,2142
7036,16026,3080,3,Business,13,3,46135,13,3,46227,13,3,46744,13,3,47169,13,3,48811,17,24.6,-1.2551895,36.7822034,-1.3421304,36.718364,845,1642,92,942
7037,10447,1207,3,Business,6,3,42786,6,3,43014,6,3,43615,6,3,44469,6,3,45906,7,22.7,-1.2629666,36.8068369,-1.2745321,36.765088,887,1437,228,1455
7038,16932,493,3,Personal,9,3,61643,9,3,62762,9,3,63534,9,3,63735,9,3,64791,5,21.8,-1.2591113,36.8267853,-1.2628937,36.798537,103,1056,1119,973
7039,25194,1687,3,Business,4,4,31339,4,4,31361,4,4,32345,4,4,32549,4,4,33178,4,18.5,-1.2890333,36.8234839,-1.2896933,36.7929035,88,629,22,1188
7040,15522,439,3,Business,10,1,49309,10,1,49407,10,1,50255,10,1,51008,10,1,54881,8,18.9,-1.3323107,36.8692616,-1.2935617,36.835057,404,3873,98,1601
7041,20478,547,1,Personal,8,3,57956,8,3,58054,8,3,59206,8,3,59540,8,3,60864,10,23.9,-1.2840605,36.8191699,-1.3180993,36.8676304,636,1324,98,1486
7042,23360,2423,3,Business,13,3,47486,13,3,47534,13,3,49513,13,3,49758,13,3,52295,7,27.1,-1.2551895,36.7822034,-1.2896171,36.8241291,452,2537,48,2224
7043,10604,239,1,Personal,15,6,49512,15,6,49544,15,6,50384,15,6,50563,15,6,51923,9,25.7,-1.2836832,36.8306719,-1.32571,36.805533,674,1360,32,1019
7044,12399,1502,3,Business,20,3,50830,20,3,51033,20,3,51997,20,3,52343,20,3,53772,12,28.4,-1.279395,36.825364,-1.2232123,36.8932547,206,1429,203,1310
7045,11101,1873,3,Business,11,2,63557,11,2,63750,11,2,64422,11,2,64626,11,2,65987,9,21.0,-1.2571472,36.7950633,-1.3138647,36.811896,208,1361,193,876
7046,10005,1340,3,Business,13,3,37057,13,3,37088,13,3,37589,13,3,38331,13,3,41002,18,25.0,-1.3285987,36.9037428,-1.2707179,36.7979713,411,2671,31,1243
7047,7426,2982,3,Business,1,4,38526,1,4,38531,1,4,39396,1,4,40093,1,4,42839,29,23.25888921888938,-1.300921,36.828195,-1.1355095,36.9689533,516,2746,5,1562
7048,16892,1167,1,Personal,28,5,40941,28,5,40955,28,5,41879,28,5,42684,28,5,44114,8,25.0,-1.2969741,36.7856612,-1.26097,36.787286,751,1430,14,1729
7049,5581,391,3,Business,1,4,43125,1,4,43444,1,4,43690,1,4,44165,1,4,45331,5,23.25888921888938,-1.2777924,36.8231577,-1.3016417,36.8271679,88,1166,319,721
7050,17681,393,3,Business,14,3,32073,14,3,32174,14,3,32353,14,3,33083,14,3,35113,14,18.6,-1.3177547,36.8303703,-1.306378,36.7519845,663,2030,101,909
7051,1774,2344,3,Business,19,1,55672,19,1,55691,19,1,56808,19,1,57090,19,1,61514,21,25.1,-1.2571472,36.7950633,-1.336304,36.9132662,956,4424,19,1399
7052,4527,60,3,Business,9,2,38521,9,2,38535,9,2,40311,9,2,41376,9,2,43464,16,26.8,-1.331619,36.847976,-1.2296618,36.8438272,126,2088,14,2841
7053,11339,1437,3,Personal,9,3,45634,9,3,45749,9,3,46665,9,3,47045,9,3,49350,9,25.2,-1.2890635,36.8318522,-1.2850318,36.8907864,48,2305,115,1296
7054,17647,53,3,Business,22,3,54609,22,3,57581,22,3,59025,22,3,60507,22,3,61800,5,24.0,-1.3004062,36.829741,-1.2770708,36.8231093,422,1293,2972,2926
7055,8158,111,3,Business,9,4,56690,9,4,57761,9,4,57915,9,4,58244,9,4,59484,3,23.25888921888938,-1.2551895,36.7822034,-1.2568411,36.8012533,538,1240,1071,483
7056,18869,2987,3,Business,10,4,34368,10,4,36000,10,4,36817,10,4,37317,10,4,38961,7,18.2,-1.270212,36.8210877,-1.3064585,36.8119065,101,1644,1632,1317
7057,20787,2701,3,Business,19,3,52579,19,3,56802,19,3,57305,19,3,59000,19,3,60178,5,24.5,-1.290894,36.822971,-1.2765736,36.8513646,31,1178,4223,2198
7058,1064,3599,3,Business,30,6,35218,30,6,35249,30,6,36674,30,6,37238,30,6,38735,12,23.25888921888938,-1.3302996,36.8707935,-1.3251825,36.7897587,675,1497,31,1989
7059,17203,1363,3,Business,14,5,53770,14,5,53780,14,5,53981,14,5,54591,14,5,55025,5,23.2,-1.3004062,36.829741,-1.3083266,36.8494756,766,434,10,811
7060,7433,2956,3,Business,22,5,32770,22,5,32797,22,5,33412,22,5,33520,22,5,33942,2,23.25888921888938,-1.2551895,36.7822034,-1.2584143,36.8048002,427,422,27,723
7061,9403,3091,3,Business,3,3,31885,3,3,31965,3,3,32498,3,3,33425,3,3,34531,7,21.6,-1.290894,36.822971,-1.2551895,36.7822034,61,1106,80,1460
7062,11740,393,3,Business,14,5,53003,14,5,53013,14,5,53027,14,5,53715,14,5,54282,4,23.0,-1.3228003,36.8306435,-1.3004062,36.829741,168,567,10,702
7063,6519,517,3,Business,23,6,39307,23,6,39319,23,6,39628,23,6,40456,23,6,41801,11,26.3,-1.3167113,36.8301563,-1.2638185,36.7930057,436,1345,12,1137
7064,2484,391,3,Business,23,4,57202,23,4,57472,23,4,57703,23,4,57962,23,4,61526,7,24.7,-1.2789469,36.7796691,-1.2784063,36.8222933,19,3564,270,490
7065,28040,111,3,Business,27,5,58331,27,5,58432,27,5,60506,27,5,60940,27,5,62078,8,17.6,-1.2551895,36.7822034,-1.2930488,36.8280877,836,1138,101,2508
7066,7315,238,3,Business,18,1,55631,18,1,55739,18,1,56480,18,1,56601,18,1,58200,15,30.7,-1.3077869,36.8443207,-1.3559093,36.9100452,418,1599,108,862
7067,18220,2383,3,Business,10,5,56305,10,5,56568,10,5,57205,10,5,57399,10,5,58918,7,23.25888921888938,-1.2608993,36.799246,-1.2892435,36.8221852,341,1519,263,831
7068,11407,635,3,Business,28,4,42426,28,4,42464,28,4,42966,28,4,43095,28,4,44494,7,23.5,-1.2602337,36.7990548,-1.3081376,36.8329772,686,1399,38,631
7069,1110,1724,3,Business,14,2,38887,14,2,39044,14,2,39773,14,2,40105,14,2,40903,6,23.25888921888938,-1.2551895,36.7822034,-1.2814273,36.8132815,959,798,157,1061
